ad_id,original_headline,improved_headline,original_body,improved_body,predicted_ctr_original,predicted_ctr_improved,ctr_improvement_abs,ctr_improvement_pct,improvement_positive,category,platform
enriched_ad_0001,,,,,0.016610253460375153,0.016555220639215374,-5.503282115977906e-05,-0.3313183708548666,False,Unknown,Unknown
enriched_ad_0002,,,,,0.01661077190571057,0.016609706914156277,-1.0649915542920718e-06,-0.006411451318080777,False,Unknown,Unknown
enriched_ad_0003,,,,,0.018605970407626203,0.018376849458508055,-0.00022912094911814798,-1.231437780983657,False,Unknown,Unknown
enriched_ad_0004,,,,,0.016528884623063924,0.01662216460398473,9.327998092080458e-05,0.5643452843190908,True,Unknown,Unknown
enriched_ad_0005,,,,,0.016500277000544156,0.0164064298338384,-9.384716670575444e-05,-0.5687611589954489,False,Unknown,Unknown
enriched_ad_0006,,,,,0.01643192106402627,0.016461079873072673,2.9158809046404138e-05,0.17745222200610689,True,Unknown,Unknown
enriched_ad_0007,,,,,0.016508726166305533,0.016590539460891764,8.181329458623043e-05,0.495576059364363,True,Unknown,Unknown
enriched_ad_0008,,,,,0.016541849202728453,0.016594292851365523,5.244364863707038e-05,0.3170361910228283,True,Unknown,Unknown
enriched_ad_0009,,,,,0.016505961061680535,0.01654082749380081,3.486643212027504e-05,0.2112353954427974,True,Unknown,Unknown
enriched_ad_0010,,,,,0.016951063354760605,0.016921055577508972,-3.0007777251633144e-05,-0.17702592824777352,False,Unknown,Unknown
enriched_ad_0011,,,,,0.01642191082477999,0.016572363434798943,0.00015045261001895432,0.9161699367647735,True,Unknown,Unknown
enriched_ad_0012,,,,,0.016348148441182778,0.016661294364428435,0.0003131459232456578,1.915482504775947,True,Unknown,Unknown
enriched_ad_0013,,,,,0.016360285071001887,0.016301890667484872,-5.839440351701475e-05,-0.356927787404616,False,Unknown,Unknown
enriched_ad_0014,,,,,0.015888503903564485,0.015740075454023283,-0.00014842844954120193,-0.9341877022663094,False,Unknown,Unknown
enriched_ad_0015,,,,,0.01591338067731575,0.015598289900517356,-0.0003150907767983935,-1.9800366948272026,False,Unknown,Unknown
enriched_ad_0016,,,,,0.018301720851705255,0.01826666356297207,-3.505728873318473e-05,-0.19155187109040775,False,Unknown,Unknown
enriched_ad_0017,,,,,0.016531526169735352,0.016648226037001293,0.00011669986726594098,0.7059231317649675,True,Unknown,Unknown
enriched_ad_0018,,,,,0.018403429707104697,0.01834074905793982,-6.268064916487709e-05,-0.34059221657297417,False,Unknown,Unknown
enriched_ad_0019,,,,,0.01656747979319172,0.0165034448486792,-6.403494451252129e-05,-0.38650986940594284,False,Unknown,Unknown
enriched_ad_0020,,,,,0.017210695959959124,0.017206000468359715,-4.69549159940949e-06,-0.027282403979093022,False,Unknown,Unknown
enriched_ad_0021,,,,,0.016947704649222402,0.01677143332204068,-0.00017627132718172137,-1.0400896807569104,False,Unknown,Unknown
enriched_ad_0022,,,,,0.016865023451859064,0.016763824293297907,-0.000101199158561157,-0.6000534707231706,False,Unknown,Unknown
enriched_ad_0023,,,,,0.016858231218103384,0.016819692936312036,-3.8538281791348356e-05,-0.22860216645957274,False,Unknown,Unknown
enriched_ad_0024,,,,,0.01663758587803151,0.01636262149579543,-0.00027496438223607866,-1.6526699501467057,False,Unknown,Unknown
enriched_ad_0025,,,,,0.016482544850814393,0.016540140895917453,5.759604510306021e-05,0.3494366047498692,True,Unknown,Unknown
enriched_ad_0026,,,,,0.018380629155421234,0.018282055555649344,-9.857359977188951e-05,-0.5362906728511845,False,Unknown,Unknown
enriched_ad_0027,,,,,0.016511823358868277,0.01650251927410298,-9.304084765297121e-06,-0.05634801537711475,False,Unknown,Unknown
enriched_ad_0028,,,,,0.016548111974085285,0.01656337416243781,1.5262188352523076e-05,0.09222918225610272,True,Unknown,Unknown
enriched_ad_0029,,,,,0.017559968362754575,0.017322692226537876,-0.00023727613621669918,-1.3512332785289736,False,Unknown,Unknown
enriched_ad_0030,,,,,0.017113423821256076,0.017241991706191742,0.00012856788493566598,0.7512692157835513,True,Unknown,Unknown
enriched_ad_0031,,,,,0.016546009965374864,0.016586259430353325,4.024946497846113e-05,0.24325783111873792,True,Unknown,Unknown
enriched_ad_0032,,,,,0.018252657703618017,0.018295281887312484,4.262418369446741e-05,0.23352316351179098,True,Unknown,Unknown
enriched_ad_0033,,,,,0.01832169076427722,0.018266774952587647,-5.4915811689572325e-05,-0.29973113505793153,False,Unknown,Unknown
enriched_ad_0034,,,,,0.016579204725919953,0.016482501266583887,-9.670345933606578e-05,-0.5832816527374166,False,Unknown,Unknown
enriched_ad_0035,,,,,0.016875112376724052,0.016934173148046874,5.9060771322821254e-05,0.3499874252943296,True,Unknown,Unknown
enriched_ad_0036,,,,,0.016025856661328903,0.01600125484600639,-2.460181532251346e-05,-0.15351326198916232,False,Unknown,Unknown
enriched_ad_0037,,,,,0.01725457713582457,0.0172060442192245,-4.8532916600070586e-05,-0.2812756071506662,False,Unknown,Unknown
enriched_ad_0038,,,,,0.01654389833616914,0.01659193245973802,4.8034123568879705e-05,0.2903434401785762,True,Unknown,Unknown
enriched_ad_0039,,,,,0.016429484427197237,0.016451589299820484,2.2104872623246452e-05,0.13454392145534538,True,Unknown,Unknown
enriched_ad_0040,,,,,0.01670519909368086,0.01661008510125017,-9.511399243068708e-05,-0.5693676076369913,False,Unknown,Unknown
enriched_ad_0041,,,,,0.01839673971377518,0.018156567041428383,-0.0002401726723467966,-1.3055175867219515,False,Unknown,Unknown
enriched_ad_0042,,,,,0.01652724246822921,0.01639329080742776,-0.0001339516608014485,-0.8104900805984278,False,Unknown,Unknown
enriched_ad_0043,,,,,0.01639373055774281,0.016438158513408165,4.442795566535554e-05,0.2710057696072849,True,Unknown,Unknown
enriched_ad_0044,,,,,0.016619899454976276,0.01652040288805287,-9.949656692340506e-05,-0.5986592589981892,False,Unknown,Unknown
enriched_ad_0045,,,,,0.016449347479801472,0.01634058945954207,-0.00010875802025940226,-0.6611692068208098,False,Unknown,Unknown
enriched_ad_0046,,,,,0.01716704188564197,0.017206307051895534,3.926516625356313e-05,0.2287241244888172,True,Unknown,Unknown
