ad_id,original_headline,improved_headline,original_body,improved_body,predicted_ctr_original,predicted_ctr_improved,ctr_improvement_abs,ctr_improvement_pct,improvement_positive,category,platform
enriched_ad_0001,,,,,0.01661025346037515,0.01635504477450919,-0.00025520868586596107,-1.5364526885443268,False,Unknown,Unknown
enriched_ad_0002,,,,,0.016610771905710572,0.016365892566124144,-0.00024487933958642835,-1.4742201083517494,False,Unknown,Unknown
enriched_ad_0003,,,,,0.01858390152482755,0.018425401399931252,-0.00015850012489629708,-0.8528893929218552,False,Unknown,Unknown
enriched_ad_0004,,,,,0.01652888462306392,0.016368408514855454,-0.00016047610820846617,-0.9708828627464827,False,Unknown,Unknown
enriched_ad_0005,,,,,0.01650027700054415,0.016190626000789753,-0.00030965099975439545,-1.876641220896981,False,Unknown,Unknown
enriched_ad_0006,,,,,0.016431921064026266,0.016115254375752314,-0.0003166666882739519,-1.9271434364860562,False,Unknown,Unknown
enriched_ad_0007,,,,,0.016508726166305533,0.016481083687250885,-2.7642479054647978e-05,-0.16744162315240615,False,Unknown,Unknown
enriched_ad_0008,,,,,0.016541849202728453,0.016571270792015206,2.9421589286753036e-05,0.1778615493720023,True,Unknown,Unknown
enriched_ad_0009,,,,,0.01650596106168054,0.016511440917850204,5.47985616966562e-06,0.03319925540347599,True,Unknown,Unknown
enriched_ad_0010,,,,,0.01692685914367076,0.016848771115765583,-7.808802790517516e-05,-0.46132615178270453,False,Unknown,Unknown
enriched_ad_0011,,,,,0.01642191082477999,0.016500897668459937,7.898684367994846e-05,0.4809844878755556,True,Unknown,Unknown
enriched_ad_0012,,,,,0.016348148441182778,0.016383313953992052,3.516551280927441e-05,0.21510394853455467,True,Unknown,Unknown
enriched_ad_0013,,,,,0.016360285071001887,0.016299779562813248,-6.050550818863937e-05,-0.3698316253418075,False,Unknown,Unknown
enriched_ad_0014,,,,,0.015888503903564485,0.015899706197979143,1.120229441465767e-05,0.07050565920271767,True,Unknown,Unknown
enriched_ad_0015,,,,,0.01591338067731575,0.01580156942348865,-0.00011181125382710155,-0.7026241381033922,False,Unknown,Unknown
enriched_ad_0016,,,,,0.018279651968906612,0.018162240766189712,-0.00011741120271690011,-0.6423054602823656,False,Unknown,Unknown
enriched_ad_0017,,,,,0.01653152616973535,0.01620850173303755,-0.0003230244366977976,-1.9539904143222178,False,Unknown,Unknown
enriched_ad_0018,,,,,0.01838416044262864,0.018127863643569095,-0.00025629679905954383,-1.3941175059876572,False,Unknown,Unknown
enriched_ad_0019,,,,,0.016544446640026404,0.01642638922891014,-0.00011805741111626383,-0.713577272694298,False,Unknown,Unknown
enriched_ad_0020,,,,,0.017173110226727007,0.017347345270111753,0.00017423504338474546,1.014580591892891,True,Unknown,Unknown
